AGE_ADJUSTED_CI_LOWER|AGE_ADJUSTED_CI_UPPER|AGE_ADJUSTED_RATE|COUNT|ICCC_GROUP|POPULATION|AGE|RACE|SEX|YEAR|CRUDE_CI_LOWER|CRUDE_CI_UPPER|CRUDE_RATE
7.5|8.7|8.1|678|IV(a) Neuroblastoma and ganglioneuroblastoma|83118264|0-19|All Races|Male and Female|2008|7.6|8.8|8.2
0.2|0.5|0.3|28|IV(b) Other peripheral nervous cell tumors|83118264|0-19|All Races|Male and Female|2008|0.2|0.5|0.3
11.5|13.1|12.3|1031|IX Soft tissue and other extraosseous sarcomas|83118264|0-19|All Races|Male and Female|2008|11.7|13.2|12.4
4.6|5.6|5.1|425|IX(a) Rhabdomyosarcomas|83118264|0-19|All Races|Male and Female|2008|4.6|5.6|5.1
0.9|1.3|1.1|92|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|83118264|0-19|All Races|Male and Female|2008|0.9|1.4|1.1
~|~|~|~|IX(c) Kaposi sarcoma|83118264|0-19|All Races|Male and Female|2008|~|~|~
4.1|5.0|4.6|385|IX(d) Other specified soft tissue sarcomas|83118264|0-19|All Races|Male and Female|2008|4.2|5.1|4.6
1.3|1.8|1.5|127|IX(e) Unspecified soft tissue sarcomas|83118264|0-19|All Races|Male and Female|2008|1.3|1.8|1.5
0.2|0.4|0.3|24|Not classified by ICCC|83118264|0-19|All Races|Male and Female|2008|0.2|0.4|0.3
2.8|3.6|3.2|268|V Retinoblastoma|83118264|0-19|All Races|Male and Female|2008|2.8|3.6|3.2
6.6|7.8|7.2|600|VI Renal tumors|83118264|0-19|All Races|Male and Female|2008|6.7|7.8|7.2
5.9|7.0|6.5|536|VI(a) Nephroblastoma and other nonepithelial renal tumors|83118264|0-19|All Races|Male and Female|2008|5.9|7.0|6.4
0.5|0.9|0.7|61|VI(b) Renal carcinomas|83118264|0-19|All Races|Male and Female|2008|0.6|0.9|0.7
~|~|~|~|VI(c) Unspecified malignant renal tumors|83118264|0-19|All Races|Male and Female|2008|~|~|~
1.9|2.6|2.3|190|VII Hepatic tumors|83118264|0-19|All Races|Male and Female|2008|2.0|2.6|2.3
1.4|2.0|1.7|142|VII(a) Hepatoblastoma|83118264|0-19|All Races|Male and Female|2008|1.4|2.0|1.7
0.4|0.7|0.6|47|VII(b) Hepatic carcinomas|83118264|0-19|All Races|Male and Female|2008|0.4|0.8|0.6
~|~|~|~|VII(c) Unspecified malignant hepatic tumors|83118264|0-19|All Races|Male and Female|2008|~|~|~
8.1|9.4|8.8|735|VIII Malignant bone tumors|83118264|0-19|All Races|Male and Female|2008|8.2|9.5|8.8
4.5|5.4|4.9|414|VIII(a) Osteosarcomas|83118264|0-19|All Races|Male and Female|2008|4.5|5.5|5.0
0.3|0.6|0.4|34|VIII(b) Chondrosarcomas|83118264|0-19|All Races|Male and Female|2008|0.3|0.6|0.4
2.4|3.2|2.8|232|VIII(c) Ewing tumor and related sarcomas of bone|83118264|0-19|All Races|Male and Female|2008|2.4|3.2|2.8
0.3|0.5|0.4|33|VIII(d) Other specified malignant bone tumors|83118264|0-19|All Races|Male and Female|2008|0.3|0.6|0.4
0.2|0.4|0.3|22|VIII(e) Unspecified malignant bone tumors|83118264|0-19|All Races|Male and Female|2008|0.2|0.4|0.3
10.3|11.7|11.0|944|X Germ cell, trophoblastic tumors & neoplasms of gonads|83118264|0-19|All Races|Male and Female|2008|10.6|12.1|11.4
1.5|2.0|1.7|146|X(a) Intracranial & intraspinal germ cell tumors|83118264|0-19|All Races|Male and Female|2008|1.5|2.1|1.8
1.2|1.7|1.4|123|X(b) Malignant extracranial & extragonadal germ cell tumors|83118264|0-19|All Races|Male and Female|2008|1.2|1.8|1.5
6.7|7.9|7.3|631|X(c) Malignant gonadal germ cell tumors|83118264|0-19|All Races|Male and Female|2008|7.0|8.2|7.6
0.2|0.5|0.3|29|X(d) Gonadal carcinomas|83118264|0-19|All Races|Male and Female|2008|0.2|0.5|0.3
~|~|~|~|X(e) Other and unspecified malignant gonadal tumors|83118264|0-19|All Races|Male and Female|2008|~|~|~
17.3|19.1|18.2|1565|XI Other malignant epithelial neoplasms and malignant melanomas|83118264|0-19|All Races|Male and Female|2008|17.9|19.8|18.8
0.1|0.4|0.2|20|XI(a) Adrenocortical carcinomas|83118264|0-19|All Races|Male and Female|2008|0.1|0.4|0.2
7.5|8.7|8.1|698|XI(b) Thyroid carcinomas|83118264|0-19|All Races|Male and Female|2008|7.8|9.0|8.4
0.4|0.7|0.5|46|XI(c) Nasopharyngeal carcinomas|83118264|0-19|All Races|Male and Female|2008|0.4|0.7|0.6
4.5|5.4|4.9|422|XI(d) Malignant melanomas|83118264|0-19|All Races|Male and Female|2008|4.6|5.6|5.1
~|~|~|~|XI(e) Skin carcinomas|83118264|0-19|All Races|Male and Female|2008|~|~|~
3.9|4.8|4.3|374|XI(f) Other and unspecified carcinomas|83118264|0-19|All Races|Male and Female|2008|4.1|5.0|4.5
0.6|1.0|0.7|63|XII Other and unspecified malignant neoplasms|83118264|0-19|All Races|Male and Female|2008|0.6|1.0|0.8
0.3|0.5|0.4|32|XII(a) Other specified malignant tumors|83118264|0-19|All Races|Male and Female|2008|0.3|0.5|0.4
0.2|0.5|0.4|31|XII(b) Other unspecified malignant tumors|83118264|0-19|All Races|Male and Female|2008|0.3|0.5|0.4
175.0|180.7|177.8|14938|All ICCC Groups Combined|83280391|0-19|All Races|Male and Female|2009|176.5|182.3|179.4
45.8|48.8|47.3|3942|I Leukemias, myeloproliferative & myelodysplastic diseases|83280391|0-19|All Races|Male and Female|2009|45.9|48.8|47.3
33.5|36.0|34.7|2883|I(a) Lymphoid leukemias|83280391|0-19|All Races|Male and Female|2009|33.4|35.9|34.6
7.0|8.2|7.6|641|I(b) Acute myeloid leukemias|83280391|0-19|All Races|Male and Female|2009|7.1|8.3|7.7
2.0|2.6|2.3|195|I(c) Chronic myeloproliferative diseases|83280391|0-19|All Races|Male and Female|2009|2.0|2.7|2.3
1.2|1.8|1.5|126|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|83280391|0-19|All Races|Male and Female|2009|1.3|1.8|1.5
0.9|1.4|1.2|97|I(e) Unspecified and other specified leukemias|83280391|0-19|All Races|Male and Female|2009|0.9|1.4|1.2
24.2|26.4|25.3|2142|II Lymphomas and reticuloendothelial neoplasms|83280391|0-19|All Races|Male and Female|2009|24.6|26.8|25.7
11.8|13.4|12.6|1079|II(a) Hodgkin lymphomas|83280391|0-19|All Races|Male and Female|2009|12.2|13.8|13.0
8.2|9.5|8.9|745|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|83280391|0-19|All Races|Male and Female|2009|8.3|9.6|8.9
1.9|2.6|2.2|184|II(c) Burkitt lymphoma|83280391|0-19|All Races|Male and Female|2009|1.9|2.6|2.2
1.1|1.6|1.3|109|II(d) Miscellaneous lymphoreticular neoplasms|83280391|0-19|All Races|Male and Female|2009|1.1|1.6|1.3
0.2|0.4|0.3|25|II(e) Unspecified lymphomas|83280391|0-19|All Races|Male and Female|2009|0.2|0.4|0.3
30.8|33.2|32.0|2652|III CNS and misc intracranial and intraspinal neoplasms|83280391|0-19|All Races|Male and Female|2009|30.6|33.1|31.8
2.1|2.8|2.4|203|III(a) Ependymomas and choroid plexus tumor|83280391|0-19|All Races|Male and Female|2009|2.1|2.8|2.4
15.3|17.0|16.2|1341|III(b) Astrocytomas|83280391|0-19|All Races|Male and Female|2009|15.3|17.0|16.1
5.8|6.9|6.4|525|III(c) Intracranial and intraspinal embryonal tumors|83280391|0-19|All Races|Male and Female|2009|5.8|6.9|6.3
5.5|6.6|6.0|496|III(d) Other gliomas|83280391|0-19|All Races|Male and Female|2009|5.4|6.5|6.0
0.4|0.8|0.6|49|III(e) Other specified intracranial & intraspinal neoplasms|83280391|0-19|All Races|Male and Female|2009|0.4|0.8|0.6
0.3|0.6|0.5|38|III(f) Unspecified intracranial and intraspinal neoplasms|83280391|0-19|All Races|Male and Female|2009|0.3|0.6|0.5
7.6|8.9|8.2|686|IV Neuroblastoma and other peripheral nervous cell tumors|83280391|0-19|All Races|Male and Female|2009|7.6|8.9|8.2
7.4|8.6|8.0|665|IV(a) Neuroblastoma and ganglioneuroblastoma|83280391|0-19|All Races|Male and Female|2009|7.4|8.6|8.0
0.2|0.4|0.2|21|IV(b) Other peripheral nervous cell tumors|83280391|0-19|All Races|Male and Female|2009|0.2|0.4|0.3
11.4|12.9|12.2|1022|IX Soft tissue and other extraosseous sarcomas|83280391|0-19|All Races|Male and Female|2009|11.5|13.0|12.3
3.8|4.7|4.2|353|IX(a) Rhabdomyosarcomas|83280391|0-19|All Races|Male and Female|2009|3.8|4.7|4.2
1.3|1.8|1.5|130|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|83280391|0-19|All Races|Male and Female|2009|1.3|1.9|1.6
~|~|~|~|IX(c) Kaposi sarcoma|83280391|0-19|All Races|Male and Female|2009|~|~|~
4.5|5.5|5.0|418|IX(d) Other specified soft tissue sarcomas|83280391|0-19|All Races|Male and Female|2009|4.5|5.5|5.0
1.1|1.6|1.4|114|IX(e) Unspecified soft tissue sarcomas|83280391|0-19|All Races|Male and Female|2009|1.1|1.6|1.4
0.2|0.5|0.3|28|Not classified by ICCC|83280391|0-19|All Races|Male and Female|2009|0.2|0.5|0.3
3.0|3.8|3.4|283|V Retinoblastoma|83280391|0-19|All Races|Male and Female|2009|3.0|3.8|3.4
6.8|8.0|7.4|616|VI Renal tumors|83280391|0-19|All Races|Male and Female|2009|6.8|8.0|7.4
6.0|7.1|6.6|546|VI(a) Nephroblastoma and other nonepithelial renal tumors|83280391|0-19|All Races|Male and Female|2009|6.0|7.1|6.6
0.6|1.0|0.8|68|VI(b) Renal carcinomas|83280391|0-19|All Races|Male and Female|2009|0.6|1.0|0.8
~|~|~|~|VI(c) Unspecified malignant renal tumors|83280391|0-19|All Races|Male and Female|2009|~|~|~
1.7|2.3|2.0|167|VII Hepatic tumors|83280391|0-19|All Races|Male and Female|2009|1.7|2.3|2.0
1.1|1.7|1.4|116|VII(a) Hepatoblastoma|83280391|0-19|All Races|Male and Female|2009|1.2|1.7|1.4
0.4|0.8|0.6|49|VII(b) Hepatic carcinomas|83280391|0-19|All Races|Male and Female|2009|0.4|0.8|0.6
~|~|~|~|VII(c) Unspecified malignant hepatic tumors|83280391|0-19|All Races|Male and Female|2009|~|~|~
8.4|9.7|9.0|760|VIII Malignant bone tumors|83280391|0-19|All Races|Male and Female|2009|8.5|9.8|9.1
4.6|5.6|5.1|425|VIII(a) Osteosarcomas|83280391|0-19|All Races|Male and Female|2009|4.6|5.6|5.1
0.2|0.5|0.3|27|VIII(b) Chondrosarcomas|83280391|0-19|All Races|Male and Female|2009|0.2|0.5|0.3
2.6|3.3|2.9|247|VIII(c) Ewing tumor and related sarcomas of bone|83280391|0-19|All Races|Male and Female|2009|2.6|3.4|3.0
0.4|0.7|0.5|42|VIII(d) Other specified malignant bone tumors|83280391|0-19|All Races|Male and Female|2009|0.4|0.7|0.5
0.1|0.4|0.2|19|VIII(e) Unspecified malignant bone tumors|83280391|0-19|All Races|Male and Female|2009|0.1|0.4|0.2
10.8|12.3|11.5|992|X Germ cell, trophoblastic tumors & neoplasms of gonads|83280391|0-19|All Races|Male and Female|2009|11.2|12.7|11.9
1.4|2.0|1.7|141|X(a) Intracranial & intraspinal germ cell tumors|83280391|0-19|All Races|Male and Female|2009|1.4|2.0|1.7
1.1|1.6|1.4|116|X(b) Malignant extracranial & extragonadal germ cell tumors|83280391|0-19|All Races|Male and Female|2009|1.2|1.7|1.4
7.0|8.2|7.6|654|X(c) Malignant gonadal germ cell tumors|83280391|0-19|All Races|Male and Female|2009|7.3|8.5|7.9
0.5|0.8|0.6|53|X(d) Gonadal carcinomas|83280391|0-19|All Races|Male and Female|2009|0.5|0.8|0.6
0.2|0.5|0.3|28|X(e) Other and unspecified malignant gonadal tumors|83280391|0-19|All Races|Male and Female|2009|0.2|0.5|0.3
17.4|19.2|18.3|1572|XI Other malignant epithelial neoplasms and malignant melanomas|83280391|0-19|All Races|Male and Female|2009|18.0|19.8|18.9
0.2|0.4|0.2|21|XI(a) Adrenocortical carcinomas|83280391|0-19|All Races|Male and Female|2009|0.2|0.4|0.3
7.7|8.9|8.3|717|XI(b) Thyroid carcinomas|83280391|0-19|All Races|Male and Female|2009|8.0|9.3|8.6
0.5|0.9|0.7|59|XI(c) Nasopharyngeal carcinomas|83280391|0-19|All Races|Male and Female|2009|0.5|0.9|0.7
4.0|4.9|4.4|382|XI(d) Malignant melanomas|83280391|0-19|All Races|Male and Female|2009|4.1|5.1|4.6
~|~|~|~|XI(e) Skin carcinomas|83280391|0-19|All Races|Male and Female|2009|~|~|~
4.0|4.9|4.5|384|XI(f) Other and unspecified carcinomas|83280391|0-19|All Races|Male and Female|2009|4.2|5.1|4.6
0.7|1.1|0.9|76|XII Other and unspecified malignant neoplasms|83280391|0-19|All Races|Male and Female|2009|0.7|1.1|0.9
0.2|0.5|0.4|30|XII(a) Other specified malignant tumors|83280391|0-19|All Races|Male and Female|2009|0.2|0.5|0.4
0.4|0.7|0.5|46|XII(b) Other unspecified malignant tumors|83280391|0-19|All Races|Male and Female|2009|0.4|0.7|0.6
178.9|184.7|181.8|15218|All ICCC Groups Combined|83185817|0-19|All Races|Male and Female|2010|180.0|185.9|182.9
47.5|50.5|49.0|4076|I Leukemias, myeloproliferative & myelodysplastic diseases|83185817|0-19|All Races|Male and Female|2010|47.5|50.5|49.0
33.3|35.9|34.6|2870|I(a) Lymphoid leukemias|83185817|0-19|All Races|Male and Female|2010|33.3|35.8|34.5
7.7|9.0|8.3|699|I(b) Acute myeloid leukemias|83185817|0-19|All Races|Male and Female|2010|7.8|9.0|8.4
2.3|3.0|2.6|222|I(c) Chronic myeloproliferative diseases|83185817|0-19|All Races|Male and Female|2010|2.3|3.0|2.7
1.5|2.1|1.8|151|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|83185817|0-19|All Races|Male and Female|2010|1.5|2.1|1.8
1.3|1.9|1.6|134|I(e) Unspecified and other specified leukemias|83185817|0-19|All Races|Male and Female|2010|1.3|1.9|1.6
26.4|28.6|27.5|2316|II Lymphomas and reticuloendothelial neoplasms|83185817|0-19|All Races|Male and Female|2010|26.7|29.0|27.8
11.4|12.9|12.1|1032|II(a) Hodgkin lymphomas|83185817|0-19|All Races|Male and Female|2010|11.7|13.2|12.4
8.1|9.3|8.7|726|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|83185817|0-19|All Races|Male and Female|2010|8.1|9.4|8.7
2.1|2.8|2.4|203|II(c) Burkitt lymphoma|83185817|0-19|All Races|Male and Female|2010|2.1|2.8|2.4
3.5|4.4|3.9|326|II(d) Miscellaneous lymphoreticular neoplasms|83185817|0-19|All Races|Male and Female|2010|3.5|4.4|3.9
0.2|0.5|0.3|29|II(e) Unspecified lymphomas|83185817|0-19|All Races|Male and Female|2010|0.2|0.5|0.3
31.2|33.7|32.4|2687|III CNS and misc intracranial and intraspinal neoplasms|83185817|0-19|All Races|Male and Female|2010|31.1|33.5|32.3
2.5|3.2|2.8|236|III(a) Ependymomas and choroid plexus tumor|83185817|0-19|All Races|Male and Female|2010|2.5|3.2|2.8
16.1|17.9|17.0|1406|III(b) Astrocytomas|83185817|0-19|All Races|Male and Female|2010|16.0|17.8|16.9
5.5|6.6|6.0|499|III(c) Intracranial and intraspinal embryonal tumors|83185817|0-19|All Races|Male and Female|2010|5.5|6.5|6.0
5.2|6.2|5.7|468|III(d) Other gliomas|83185817|0-19|All Races|Male and Female|2010|5.1|6.2|5.6
0.5|0.8|0.6|51|III(e) Other specified intracranial & intraspinal neoplasms|83185817|0-19|All Races|Male and Female|2010|0.5|0.8|0.6
0.2|0.5|0.3|27|III(f) Unspecified intracranial and intraspinal neoplasms|83185817|0-19|All Races|Male and Female|2010|0.2|0.5|0.3
8.0|9.2|8.6|713|IV Neuroblastoma and other peripheral nervous cell tumors|83185817|0-19|All Races|Male and Female|2010|8.0|9.2|8.6
7.8|9.0|8.4|696|IV(a) Neuroblastoma and ganglioneuroblastoma|83185817|0-19|All Races|Male and Female|2010|7.8|9.0|8.4
0.1|0.3|0.2|17|IV(b) Other peripheral nervous cell tumors|83185817|0-19|All Races|Male and Female|2010|0.1|0.3|0.2
12.0|13.6|12.8|1071|IX Soft tissue and other extraosseous sarcomas|83185817|0-19|All Races|Male and Female|2010|12.1|13.7|12.9
4.8|5.8|5.3|439|IX(a) Rhabdomyosarcomas|83185817|0-19|All Races|Male and Female|2010|4.8|5.8|5.3
0.8|1.3|1.0|87|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|83185817|0-19|All Races|Male and Female|2010|0.8|1.3|1.0
~|~|~|~|IX(c) Kaposi sarcoma|83185817|0-19|All Races|Male and Female|2010|~|~|~
4.3|5.2|4.7|397|IX(d) Other specified soft tissue sarcomas|83185817|0-19|All Races|Male and Female|2010|4.3|5.3|4.8
1.4|2.0|1.7|144|IX(e) Unspecified soft tissue sarcomas|83185817|0-19|All Races|Male and Female|2010|1.5|2.0|1.7
0.2|0.4|0.3|21|Not classified by ICCC|83185817|0-19|All Races|Male and Female|2010|0.2|0.4|0.3
3.0|3.8|3.4|284|V Retinoblastoma|83185817|0-19|All Races|Male and Female|2010|3.0|3.8|3.4
6.1|7.3|6.7|556|VI Renal tumors|83185817|0-19|All Races|Male and Female|2010|6.1|7.3|6.7
5.6|6.7|6.2|513|VI(a) Nephroblastoma and other nonepithelial renal tumors|83185817|0-19|All Races|Male and Female|2010|5.6|6.7|6.2
0.3|0.7|0.5|41|VI(b) Renal carcinomas|83185817|0-19|All Races|Male and Female|2010|0.4|0.7|0.5
~|~|~|~|VI(c) Unspecified malignant renal tumors|83185817|0-19|All Races|Male and Female|2010|~|~|~
2.3|3.0|2.6|221|VII Hepatic tumors|83185817|0-19|All Races|Male and Female|2010|2.3|3.0|2.7
1.6|2.2|1.9|160|VII(a) Hepatoblastoma|83185817|0-19|All Races|Male and Female|2010|1.6|2.2|1.9
0.5|0.9|0.7|59|VII(b) Hepatic carcinomas|83185817|0-19|All Races|Male and Female|2010|0.5|0.9|0.7
~|~|~|~|VII(c) Unspecified malignant hepatic tumors|83185817|0-19|All Races|Male and Female|2010|~|~|~
7.8|9.0|8.4|700|VIII Malignant bone tumors|83185817|0-19|All Races|Male and Female|2010|7.8|9.1|8.4
4.3|5.3|4.8|399|VIII(a) Osteosarcomas|83185817|0-19|All Races|Male and Female|2010|4.3|5.3|4.8
0.2|0.5|0.4|31|VIII(b) Chondrosarcomas|83185817|0-19|All Races|Male and Female|2010|0.3|0.5|0.4
2.3|3.0|2.6|219|VIII(c) Ewing tumor and related sarcomas of bone|83185817|0-19|All Races|Male and Female|2010|2.3|3.0|2.6
0.3|0.6|0.4|36|VIII(d) Other specified malignant bone tumors|83185817|0-19|All Races|Male and Female|2010|0.3|0.6|0.4
~|~|~|~|VIII(e) Unspecified malignant bone tumors|83185817|0-19|All Races|Male and Female|2010|~|~|~
10.8|12.3|11.6|983|X Germ cell, trophoblastic tumors & neoplasms of gonads|83185817|0-19|All Races|Male and Female|2010|11.1|12.6|11.8
1.7|2.3|2.0|167|X(a) Intracranial & intraspinal germ cell tumors|83185817|0-19|All Races|Male and Female|2010|1.7|2.3|2.0
1.1|1.6|1.3|112|X(b) Malignant extracranial & extragonadal germ cell tumors|83185817|0-19|All Races|Male and Female|2010|1.1|1.6|1.3
6.7|7.9|7.3|626|X(c) Malignant gonadal germ cell tumors|83185817|0-19|All Races|Male and Female|2010|6.9|8.1|7.5
0.4|0.7|0.5|44|X(d) Gonadal carcinomas|83185817|0-19|All Races|Male and Female|2010|0.4|0.7|0.5
0.3|0.6|0.4|34|X(e) Other and unspecified malignant gonadal tumors|83185817|0-19|All Races|Male and Female|2010|0.3|0.6|0.4
17.0|18.8|17.9|1534|XI Other malignant epithelial neoplasms and malignant melanomas|83185817|0-19|All Races|Male and Female|2010|17.5|19.4|18.4
0.2|0.4|0.3|21|XI(a) Adrenocortical carcinomas|83185817|0-19|All Races|Male and Female|2010|0.2|0.4|0.3
7.9|9.2|8.6|734|XI(b) Thyroid carcinomas|83185817|0-19|All Races|Male and Female|2010|8.2|9.5|8.8
0.4|0.8|0.6|49|XI(c) Nasopharyngeal carcinomas|83185817|0-19|All Races|Male and Female|2010|0.4|0.8|0.6
3.6|4.5|4.0|344|XI(d) Malignant melanomas|83185817|0-19|All Races|Male and Female|2010|3.7|4.6|4.1
~|~|~|~|XI(e) Skin carcinomas|83185817|0-19|All Races|Male and Female|2010|~|~|~
4.0|4.9|4.4|377|XI(f) Other and unspecified carcinomas|83185817|0-19|All Races|Male and Female|2010|4.1|5.0|4.5
0.5|0.9|0.7|56|XII Other and unspecified malignant neoplasms|83185817|0-19|All Races|Male and Female|2010|0.5|0.9|0.7
0.3|0.5|0.4|32|XII(a) Other specified malignant tumors|83185817|0-19|All Races|Male and Female|2010|0.3|0.5|0.4
0.2|0.4|0.3|24|XII(b) Other unspecified malignant tumors|83185817|0-19|All Races|Male and Female|2010|0.2|0.4|0.3
180.3|186.1|183.2|15261|All ICCC Groups Combined|82838877|0-19|All Races|Male and Female|2011|181.3|187.2|184.2
47.6|50.6|49.1|4070|I Leukemias, myeloproliferative & myelodysplastic diseases|82838877|0-19|All Races|Male and Female|2011|47.6|50.7|49.1
34.4|37.0|35.7|2954|I(a) Lymphoid leukemias|82838877|0-19|All Races|Male and Female|2011|34.4|37.0|35.7
7.7|9.0|8.3|693|I(b) Acute myeloid leukemias|82838877|0-19|All Races|Male and Female|2011|7.8|9.0|8.4
2.0|2.7|2.3|195|I(c) Chronic myeloproliferative diseases|82838877|0-19|All Races|Male and Female|2011|2.0|2.7|2.4
1.1|1.6|1.3|107|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|82838877|0-19|All Races|Male and Female|2011|1.1|1.6|1.3
1.2|1.7|1.5|121|I(e) Unspecified and other specified leukemias|82838877|0-19|All Races|Male and Female|2011|1.2|1.7|1.5
26.7|28.9|27.8|2324|II Lymphomas and reticuloendothelial neoplasms|82838877|0-19|All Races|Male and Female|2011|26.9|29.2|28.1
11.1|12.6|11.8|997|II(a) Hodgkin lymphomas|82838877|0-19|All Races|Male and Female|2011|11.3|12.8|12.0
7.8|9.1|8.4|703|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|82838877|0-19|All Races|Male and Female|2011|7.9|9.1|8.5
2.2|2.9|2.5|207|II(c) Burkitt lymphoma|82838877|0-19|All Races|Male and Female|2011|2.2|2.9|2.5
4.3|5.2|4.7|389|II(d) Miscellaneous lymphoreticular neoplasms|82838877|0-19|All Races|Male and Female|2011|4.2|5.2|4.7
0.2|0.5|0.3|28|II(e) Unspecified lymphomas|82838877|0-19|All Races|Male and Female|2011|0.2|0.5|0.3
31.8|34.3|33.0|2732|III CNS and misc intracranial and intraspinal neoplasms|82838877|0-19|All Races|Male and Female|2011|31.8|34.2|33.0
2.5|3.3|2.9|238|III(a) Ependymomas and choroid plexus tumor|82838877|0-19|All Races|Male and Female|2011|2.5|3.3|2.9
16.2|18.0|17.1|1416|III(b) Astrocytomas|82838877|0-19|All Races|Male and Female|2011|16.2|18.0|17.1
5.6|6.7|6.1|506|III(c) Intracranial and intraspinal embryonal tumors|82838877|0-19|All Races|Male and Female|2011|5.6|6.7|6.1
5.4|6.5|5.9|489|III(d) Other gliomas|82838877|0-19|All Races|Male and Female|2011|5.4|6.5|5.9
0.4|0.7|0.6|46|III(e) Other specified intracranial & intraspinal neoplasms|82838877|0-19|All Races|Male and Female|2011|0.4|0.7|0.6
0.3|0.6|0.4|37|III(f) Unspecified intracranial and intraspinal neoplasms|82838877|0-19|All Races|Male and Female|2011|0.3|0.6|0.4
7.9|9.2|8.5|708|IV Neuroblastoma and other peripheral nervous cell tumors|82838877|0-19|All Races|Male and Female|2011|7.9|9.2|8.5
7.7|8.9|8.3|687|IV(a) Neuroblastoma and ganglioneuroblastoma|82838877|0-19|All Races|Male and Female|2011|7.7|8.9|8.3
0.2|0.4|0.3|21|IV(b) Other peripheral nervous cell tumors|82838877|0-19|All Races|Male and Female|2011|0.2|0.4|0.3
11.5|13.0|12.2|1015|IX Soft tissue and other extraosseous sarcomas|82838877|0-19|All Races|Male and Female|2011|11.5|13.0|12.3
4.3|5.2|4.7|392|IX(a) Rhabdomyosarcomas|82838877|0-19|All Races|Male and Female|2011|4.3|5.2|4.7
1.1|1.6|1.3|109|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|82838877|0-19|All Races|Male and Female|2011|1.1|1.6|1.3
~|~|~|~|IX(c) Kaposi sarcoma|82838877|0-19|All Races|Male and Female|2011|~|~|~
4.3|5.3|4.8|401|IX(d) Other specified soft tissue sarcomas|82838877|0-19|All Races|Male and Female|2011|4.4|5.3|4.8
1.0|1.5|1.3|106|IX(e) Unspecified soft tissue sarcomas|82838877|0-19|All Races|Male and Female|2011|1.0|1.5|1.3
0.2|0.4|0.3|24|Not classified by ICCC|82838877|0-19|All Races|Male and Female|2011|0.2|0.4|0.3
2.8|3.5|3.1|259|V Retinoblastoma|82838877|0-19|All Races|Male and Female|2011|2.8|3.5|3.1
6.6|7.8|7.2|597|VI Renal tumors|82838877|0-19|All Races|Male and Female|2011|6.6|7.8|7.2
6.0|7.1|6.5|540|VI(a) Nephroblastoma and other nonepithelial renal tumors|82838877|0-19|All Races|Male and Female|2011|6.0|7.1|6.5
0.5|0.9|0.7|56|VI(b) Renal carcinomas|82838877|0-19|All Races|Male and Female|2011|0.5|0.9|0.7
~|~|~|~|VI(c) Unspecified malignant renal tumors|82838877|0-19|All Races|Male and Female|2011|~|~|~
2.3|3.0|2.6|215|VII Hepatic tumors|82838877|0-19|All Races|Male and Female|2011|2.3|3.0|2.6
1.7|2.3|2.0|167|VII(a) Hepatoblastoma|82838877|0-19|All Races|Male and Female|2011|1.7|2.3|2.0
0.4|0.7|0.5|44|VII(b) Hepatic carcinomas|82838877|0-19|All Races|Male and Female|2011|0.4|0.7|0.5
~|~|~|~|VII(c) Unspecified malignant hepatic tumors|82838877|0-19|All Races|Male and Female|2011|~|~|~
8.3|9.6|8.9|744|VIII Malignant bone tumors|82838877|0-19|All Races|Male and Female|2011|8.3|9.7|9.0
4.6|5.6|5.1|422|VIII(a) Osteosarcomas|82838877|0-19|All Races|Male and Female|2011|4.6|5.6|5.1
0.2|0.4|0.2|21|VIII(b) Chondrosarcomas|82838877|0-19|All Races|Male and Female|2011|0.2|0.4|0.3
2.8|3.6|3.2|263|VIII(c) Ewing tumor and related sarcomas of bone|82838877|0-19|All Races|Male and Female|2011|2.8|3.6|3.2
0.2|0.5|0.3|26|VIII(d) Other specified malignant bone tumors|82838877|0-19|All Races|Male and Female|2011|0.2|0.5|0.3
~|~|~|~|VIII(e) Unspecified malignant bone tumors|82838877|0-19|All Races|Male and Female|2011|~|~|~
10.1|11.5|10.7|909|X Germ cell, trophoblastic tumors & neoplasms of gonads|82838877|0-19|All Races|Male and Female|2011|10.3|11.7|11.0
1.4|2.0|1.7|139|X(a) Intracranial & intraspinal germ cell tumors|82838877|0-19|All Races|Male and Female|2011|1.4|2.0|1.7
1.1|1.6|1.4|115|X(b) Malignant extracranial & extragonadal germ cell tumors|82838877|0-19|All Races|Male and Female|2011|1.1|1.7|1.4
6.6|7.7|7.1|608|X(c) Malignant gonadal germ cell tumors|82838877|0-19|All Races|Male and Female|2011|6.8|7.9|7.3
0.2|0.5|0.3|26|X(d) Gonadal carcinomas|82838877|0-19|All Races|Male and Female|2011|0.2|0.5|0.3
